 Argininosuccinic acid
 Fumaric acid
 L-Glutamic acid
 L-Alanine
 L-Aspartic acid
 Oxoglutaric acid
 Ornithine
 Oxalacetic acid
 Pyruvic acid
 Pyrophosphate
 Urea
 Calcium
 L-Arginine
 Adenosine triphosphate
 Hydrogen carbonate
 L-Glutamine
 Choline
 Ethanolamine
 L-Serine
 O-Phosphoethanolamine
 Pyrophosphate
 Adenosine triphosphate
 ADP
 CDP-Ethanolamine
 Carbon dioxide
 Beta-Alanine
 Fumaric acid
 L-Glutamic acid
 L-Asparagine
 Inosinic acid
 L-Aspartic acid
 Oxoglutaric acid
 Oxalacetic acid
 Pyrophosphate
 L-Arginine
 Adenylsuccinic acid
 Adenosine triphosphate
 Magnesium
 L-Glutamine
 Malonic acid
 N-Acetyl-L-aspartic acid
 Ureidosuccinic acid
 Citrulline
 Carbamoyl phosphate
 Guanosine diphosphate
 FAD
 Guanosine triphosphate
 Zinc (II) ion
 Oxygen
 Phosphate
